gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,avg_charge_per_tenure,high_monthly_charge,short_tenure,is_long_term_contract,customer_id,actual_churn,churn_risk_score,risk_level,recommended_action
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,47.55,1,1,0,5178-LMXOP,1,0.979592021237494,High Risk,Offer long-term contract discount
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,18.85,9.425,0,1,0,8992-CEUEN,0,0.4910850269020748,Medium Risk,Send satisfaction survey and retention message
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,84.88666666666667,1,0,0,3320-VEOYC,0,0.8958148681146424,High Risk,Offer long-term contract discount
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,81.66486486486487,1,0,0,3672-YITQD,1,0.7937231731669583,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2,3292.3,80.30000000000001,1,0,0,6080-TCMYC,0,0.6320636779236204,Medium Risk,Send satisfaction survey and retention message
Male,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05,7171.7,105.46617647058824,1,0,1,6734-FQAJX,0,0.1616144390567865,Low Risk,Normal monitoring
Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,92.58428571428573,1,0,1,1063-DHQJF,0,0.0829737776518521,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,10.3,0,1,0,3976-NLDEZ,0,0.4084765705784773,Medium Risk,Send satisfaction survey and retention message
Female,0,No,Yes,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,411.45,37.404545454545456,0,1,1,1729-VLAZJ,0,0.1883150593913616,Low Risk,Normal monitoring
Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,54.4,0,0,1,3400-ESFUW,1,0.0180576634232643,Low Risk,Normal monitoring
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,113.85507246376812,1,0,1,5271-YNWVR,1,0.1715304504239291,Low Risk,Normal monitoring
Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,101.8231343283582,1,0,0,1587-FKLZB,1,0.6318150191451383,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,62.1625,0,1,0,0958-YHXGP,0,0.7536768538174378,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,20.07272727272728,0,1,1,1494-EJZDW,0,0.0595119696877529,Low Risk,Normal monitoring
Male,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,14.575,0,1,0,1816-FLZDK,0,0.6642643980981587,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,20.59375,0,0,1,2075-PUEPR,0,0.0147675499504856,Low Risk,Normal monitoring
Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,106.14782608695651,1,0,0,1833-TCXKK,0,0.6947114433451297,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,59.377272727272725,0,1,0,1436-ZMJAN,0,0.7115565393510113,High Risk,Offer long-term contract discount
Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85,116.89785714285716,1,0,1,0106-UGRDO,0,0.1942638952456833,Low Risk,Normal monitoring
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,42.525,1,1,0,1069-XAIEM,1,0.9672895224889304,High Risk,Offer long-term contract discount
Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,24.29705882352941,0,0,1,4213-HKBJO,0,0.0430132109164746,Low Risk,Normal monitoring
Female,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.65,3618.7,78.66739130434782,1,0,1,8345-MVDYC,0,0.049162256244053,Low Risk,Normal monitoring
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,22.375,0,1,0,2672-OJQZP,0,0.6474962838803251,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,2168.15,67.7546875,1,0,0,5136-RGMZO,0,0.4797725445821011,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,938.95,18.41078431372549,0,0,1,5774-QPLTF,0,0.0587613246247336,Low Risk,Normal monitoring
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,84.22155172413794,1,0,0,5240-CAOYT,0,0.3450535311377014,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,37.125,1,1,0,3707-GNWHM,1,0.9222903496433316,High Risk,Offer long-term contract discount
Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,53.583333333333336,1,1,0,5159-YFPKQ,1,0.876679624725135,High Risk,Offer long-term contract discount
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,80.8125,1,1,0,5052-PNLOS,1,0.913306427745104,High Risk,Offer long-term contract discount
Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,89.3970588235294,1,0,0,6173-GOLSU,0,0.7056356792608048,High Risk,Offer long-term contract discount
Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,100.5453488372093,1,0,0,6661-HBGWL,1,0.7369435831089197,High Risk,Offer long-term contract discount
Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,28.266901408450703,0,0,1,8207-VVMYB,0,0.023409621543327,Low Risk,Normal monitoring
Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,21.385416666666668,0,0,1,5324-KTGCG,0,0.0417880958906935,Low Risk,Normal monitoring
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,72.465,1,1,0,7354-OIJLX,0,0.8312411923749963,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,43.01095890410959,0,0,1,9286-BHDQG,0,0.0189121246534746,Low Risk,Normal monitoring
Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,103.2648148148148,1,0,1,3567-PQTSO,0,0.535278908296004,Medium Risk,Send satisfaction survey and retention message
Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,100.3625,1,0,0,3197-ARFOY,0,0.5948085340488554,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,85.725,1,1,0,5698-BQJOH,1,0.8755201327890879,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,104.26780821917808,1,0,1,1090-ESELR,0,0.0626901150786272,Low Risk,Normal monitoring
Male,0,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,39.304761904761904,0,0,1,0056-EPFBG,0,0.085724433820986,Low Risk,Normal monitoring
Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,18.589772727272727,0,0,1,4955-VCWBI,0,0.0488697984947978,Low Risk,Normal monitoring
Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,78.90588235294118,1,0,1,4717-GHADL,0,0.101109357517835,Low Risk,Normal monitoring
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,88.56428571428572,1,0,0,0058-EVZWM,0,0.5207806360398419,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,55.833333333333336,1,1,0,7218-HKQFK,1,0.9428072668403146,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,19.11,0,1,1,5057-RKGLH,0,0.0628564041335754,Low Risk,Normal monitoring
Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,27.13181818181818,0,1,0,2309-OSFEU,1,0.7560394647720768,High Risk,Offer long-term contract discount
Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,77.08472222222223,1,0,1,3429-IFLEM,0,0.0192806000243808,Low Risk,Normal monitoring
Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,78.36212121212121,1,0,0,1550-LOAHA,1,0.5368291617417255,Medium Risk,Send satisfaction survey and retention message
Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,83.6625,1,1,0,1400-MMYXY,1,0.9453132440495158,High Risk,Offer long-term contract discount
Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,69.30882352941177,1,0,0,7503-QQRVF,1,0.6527619382457631,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,66.51346153846154,0,0,0,7504-UWHNB,0,0.6030239791852947,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,66.6051282051282,1,0,1,9565-JSNFM,1,0.3388094847274895,Low Risk,Normal monitoring
Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,19.63048780487805,0,0,1,4735-BJKOU,0,0.0257439104745565,Low Risk,Normal monitoring
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,1445.2,23.30967741935484,0,0,1,3580-GICBM,0,0.0258712552222167,Low Risk,Normal monitoring
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,20.003846153846155,0,0,1,7632-YUTXB,0,0.0728991583710541,Low Risk,Normal monitoring
Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,94.44591836734696,1,0,1,9412-ARGBX,1,0.1092832058438438,Low Risk,Normal monitoring
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,55.575,0,1,0,9576-ANLXO,1,0.8000245327480949,High Risk,Offer long-term contract discount
Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,105.9390625,1,0,0,1110-KYLGQ,0,0.474654656336056,Medium Risk,Send satisfaction survey and retention message
Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,74.77763157894738,1,0,0,8696-JKZNU,1,0.707111605112962,High Risk,Offer long-term contract discount
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,24.9,0,1,0,8757-TFHHJ,0,0.6622378866016215,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,77.82499999999999,1,0,0,2955-BJZHG,1,0.6472782009260897,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,47.8375,0,1,0,9048-JVYVF,1,0.8143231131037509,High Risk,Offer long-term contract discount
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,82.67727272727274,1,0,0,0682-USIXD,0,0.684564005033978,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,35.80073529411764,0,0,1,3884-UEBXB,0,0.0241831239091777,Low Risk,Normal monitoring
Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,19.48857142857143,0,0,1,1776-SPBWV,0,0.0806613204379561,Low Risk,Normal monitoring
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,84.0657894736842,1,0,0,9050-QLROH,1,0.7644576915548725,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,89.05958904109589,1,0,1,2925-VDZHY,0,0.0343026932782232,Low Risk,Normal monitoring
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,93.68157894736842,1,0,0,9512-UIBFX,1,0.6180226825166217,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.0,209.1,52.275,1,1,0,8676-TRMJS,1,0.8354731193701866,High Risk,Offer long-term contract discount
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,24.975,0,1,0,3334-CTHOL,1,0.7898108033563886,High Risk,Offer long-term contract discount
Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,72.20454545454545,1,1,0,6331-LWDTQ,1,0.6982843332925823,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,22.454545454545453,0,1,0,3847-BAERP,0,0.3382417294080111,Low Risk,Normal monitoring
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,18.001666666666665,0,0,1,4709-LKHYG,0,0.0972729000195768,Low Risk,Normal monitoring
Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,91.93,1,0,0,8621-MNIHH,1,0.772984795073122,High Risk,Offer long-term contract discount
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,87.60625,1,1,0,8884-ADFVN,1,0.9355378106448546,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,88.48714285714286,1,0,1,2885-HIJDH,0,0.0375387522680874,Low Risk,Normal monitoring
Female,0,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,54.45,1893.5,51.17567567567568,0,0,1,8570-KLJYJ,0,0.1361817116629632,Low Risk,Normal monitoring
Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,84.27260273972603,1,0,1,9339-FIIJL,0,0.0585960060947224,Low Risk,Normal monitoring
Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,22.28139534883721,0,0,1,6223-DHJGV,0,0.0739781490908514,Low Risk,Normal monitoring
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,99.96395348837208,1,0,1,0959-WHOKV,0,0.4334945828336992,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,3097.2,45.54705882352941,0,0,1,9610-WCESF,0,0.0487307576790592,Low Risk,Normal monitoring
Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,92.05,1,0,0,9279-CJEOJ,0,0.8063224184402071,High Risk,Offer long-term contract discount
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,97.56458333333336,1,0,0,2985-FMWYF,0,0.8072298671531547,High Risk,Offer long-term contract discount
Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,79.3875,1,0,0,3540-RZJYU,1,0.6259520362252431,Medium Risk,Send satisfaction survey and retention message
Female,1,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,60.18000000000001,0,0,1,2522-WLNSF,0,0.1745796065487333,Low Risk,Normal monitoring
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,83.18125,1,1,0,6861-XWTWQ,1,0.9410052410790268,High Risk,Offer long-term contract discount
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,18.41,0,1,0,8735-NBLWT,0,0.2587684934302921,Low Risk,Normal monitoring
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,22.29142857142857,0,0,0,1744-JHKYS,0,0.2639873829072633,Low Risk,Normal monitoring
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,17.775,0,1,0,0841-NULXI,1,0.8847924909086825,High Risk,Offer long-term contract discount
Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,108.04038461538462,1,0,1,4016-BJKTZ,0,0.2943021063935925,Low Risk,Normal monitoring
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.5,8312.75,113.87328767123287,1,0,1,9298-WGMRW,0,0.1450153505885532,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,10.275,0,1,0,7893-IXHRQ,1,0.4981526833528562,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,98.12704918032787,1,0,0,8785-CJSHH,0,0.7252179364828542,High Risk,Offer long-term contract discount
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,80.4375,1,0,1,7654-YWJUF,0,0.2122252282330601,Low Risk,Normal monitoring
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.2,52.05,13.0125,0,1,1,8909-BOLNL,0,0.2194742660485334,Low Risk,Normal monitoring
Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,81.94041095890411,1,0,1,9919-FZDED,0,0.0888790540335794,Low Risk,Normal monitoring
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,29.83333333333333,0,1,0,0322-CHQRU,1,0.6786297107551351,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,1064.95,96.81363636363636,1,1,1,3587-PMCOY,0,0.654537085737549,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,89.125,1,1,0,0655-RBDUG,1,0.8797831248995194,High Risk,Offer long-term contract discount
Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,51.73235294117647,0,0,1,0983-TATYJ,0,0.1443566720924231,Low Risk,Normal monitoring
Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,82.5171875,1,0,0,5650-YLIBA,0,0.6580964738628444,Medium Risk,Send satisfaction survey and retention message
Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,93.66666666666669,1,0,0,5144-TVGLP,0,0.7658202342024748,High Risk,Offer long-term contract discount
Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,77.52199999999999,1,0,0,3569-EDBPQ,0,0.6178288060381233,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,56.77413793103448,0,0,0,4945-RVMTE,0,0.4299161151687266,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,37.84931506849315,0,0,1,3511-BFTJW,0,0.0237390040220097,Low Risk,Normal monitoring
Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,17.86904761904762,0,0,0,5537-UXXVS,0,0.1986602943043909,Low Risk,Normal monitoring
Male,0,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79.0,4801.1,78.70655737704918,1,0,1,8782-NUUOL,0,0.0880451045491493,Low Risk,Normal monitoring
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,69.24,1,1,0,2865-TCHJW,1,0.9301534460869488,High Risk,Offer long-term contract discount
Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,52.63723404255319,0,0,0,9931-KGHOA,0,0.2178500160138411,Low Risk,Normal monitoring
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,79.65958904109588,1,0,1,3071-MVJCD,0,0.0246479724308344,Low Risk,Normal monitoring
Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,111.6547619047619,1,0,0,7279-BUYWN,1,0.723992903700889,High Risk,Offer long-term contract discount
Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,101.1310606060606,1,0,1,3756-VNWDH,0,0.5086486589957365,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,43,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,27.81931818181818,0,0,0,1395-OFUWC,0,0.2584284492613372,Low Risk,Normal monitoring
Female,0,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,60.76363636363636,0,0,1,4223-BKEOR,0,0.1471629816809408,Low Risk,Normal monitoring
Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,1090.6,19.829090909090908,0,0,1,0040-HALCW,0,0.0158432806233877,Low Risk,Normal monitoring
Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,103.30645161290325,1,0,1,7124-UGSUR,1,0.4984515252433091,Medium Risk,Send satisfaction survey and retention message
